Wed Apr 28 19:42:23 2021,264,0,1.03,-0.32,-7.05,-5.02,-2.36,0.84,2
Wed Apr 28 19:42:24 2021,265,0,1.05,-0.25,-7.02,-5.11,-2.19,0.85,2
Wed Apr 28 19:42:25 2021,266,0,1.03,-0.26,-7.05,-5.29,-2,0.83,2
Wed Apr 28 19:42:26 2021,267,0,0.99,-0.29,-7.05,-5.17,-2.29,1.08,2
Wed Apr 28 19:42:27 2021,268,0,1.07,-0.29,-7.01,-5.15,-2.25,1.21,2
Wed Apr 28 19:42:28 2021,269,0,1.01,-0.3,-7.1,-5.11,-2.14,0.92,2
Wed Apr 28 19:42:29 2021,270,0,1.03,-0.28,-6.98,-5.02,-2.09,0.86,2
Wed Apr 28 19:42:30 2021,271,0,1.05,-0.27,-7.03,-4.99,-2.2,0.85,2
Wed Apr 28 19:42:31 2021,272,0,1.03,-0.32,-7.02,-5.13,-2.29,0.92,2
Wed Apr 28 19:42:32 2021,273,0,1.03,-0.31,-7.04,-5.11,-2.18,0.99,2
Wed Apr 28 19:42:33 2021,274,0,0.77,-0.24,-6.77,-4.92,-1.89,0.92,2
